service_id,name,category,verification_level,last_verified,cadence_days,days_since_verification,status,search_visibility,priority_lane,recommendation,reviewer,evidence_url,notes
maltby-centre-autism,Maltby Centre,Health,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
march-of-dimes-kingston,March of Dimes Canada - Employment Services,Health,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
pathways-for-children-youth,Pathways for Children and Youth (Merged),Health,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
providence-care-hospital,Providence Care Hospital,Health,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
street-health-centre,Street Health Centre (KCHC),Health,L1,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
stroke-network-sneo,Stroke Network of Southeastern Ontario,Health,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
trellis-hiv-community-care,Trellis HIV & Community Care,Health,L1,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
dawn-house-womens-shelter,Dawn House,Housing,L1,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
elizabeth-fry-society-kingston,Elizabeth Fry Society of Kingston,Housing,L1,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
habitat-restore-kingston,Habitat for Humanity Kingston ReStore,Housing,L1,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
in-from-the-cold,In From the Cold Emergency Shelter,Housing,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
kingston-home-base-housing,Kingston Home Base Non-Profit Housing,Housing,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
kingston-youth-shelter,Kingston Youth Shelter,Housing,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
ryandale-shelter,Ryandale Transitional Housing,Housing,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
salvation-army-housing-help,Salvation Army Housing Resource Centre,Housing,L1,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
four-directions-indigenous-centre,Four Directions Indigenous Student Centre,Indigenous,L1,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
kfla-indigenous-health-team,KFL&A Indigenous Primary Health Care Team,Indigenous,L1,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
kingston-indigenous-friendship-centre,Kingston Native Centre and Language Nest (KNCLN),Indigenous,L1,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
arch-disability-law,ARCH Disability Law Centre,Legal,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
cleo-community-legal-education,CLEO (Community Legal Education Ontario),Legal,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
community-legal-clinic-kingston,Kingston Community Legal Clinic,Legal,L1,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
justice-for-children-youth,Justice for Children and Youth (JFCY),Legal,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
legal-aid-ontario-kingston,Kingston Community Legal Clinic,Legal,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
legal-clinic-queens,Queen's Legal Aid,Legal,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
pro-bono-ontario,Pro Bono Ontario,Legal,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
queens-legal-aid,Queen's Legal Aid,Legal,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
kingston-transit-mfap,Kingston Transit Affordable Pass (MFAP),Transport,L1,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
von-transportation-kingston,VON Transportation Services,Transport,L1,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
artillery-park-aquatic-centre,Artillery Park Aquatic Centre,Wellness,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
invista-centre,INVISTA Centre,Wellness,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
maltby-centre-mental-health,Maltby Centre,Wellness,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
resolve-counselling,Resolve Counselling Services Canada,Wellness,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
ymca-eastern-ontario,YMCA of Eastern Ontario - Kingston,Wellness,L1,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
ymca-kingston,YMCA of Eastern Ontario - Kingston,Wellness,L2,2026-01-03,90,190,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (190 days old).,,,
arthritis-society-canada,Arthritis Society Canada,Health,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
bounceback-ontario,BounceBack Ontario,Health,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
cancer-information-helpline,Cancer Information Helpline,Health,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
diabetes-canada-information-support,Diabetes Canada Information & Support,Health,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
heart-and-stroke-foundation,Heart and Stroke Foundation,Health,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
hospice-palliative-care-ontario-hpco-,Hospice Palliative Care Ontario (HPCO),Health,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
jordan-s-principle-call-centre,Jordan's Principle Call Centre,Health,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
lung-health-line,Lung Health Line,Health,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
ms-knowledge-network-ms-canada-,MS Knowledge Network (MS Canada),Health,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
ontario-caregiver-helpline,Ontario Caregiver Helpline,Health,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
parkinson-canada,Parkinson Canada,Health,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
sexual-health-infoline-ontario-shilo-,Sexual Health Infoline Ontario (SHILO),Health,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
talk-tobacco,Talk Tobacco,Health,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
aboriginal-legal-services-als-,Aboriginal Legal Services (ALS),Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
advocacy-centre-for-the-elderly-ace-,Advocacy Centre for the Elderly (ACE),Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
consumer-protection-ontario,Consumer Protection Ontario,Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
employment-standards-information-centre,Employment Standards Information Centre,Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
hiv-aids-legal-clinic-ontario-halco-,HIV & AIDS Legal Clinic Ontario (HALCO),Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
human-rights-legal-support-centre-hrlsc-,Human Rights Legal Support Centre (HRLSC),Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
injured-workers-community-legal-clinic-iwc-,Injured Workers Community Legal Clinic (IWC),Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
justice-for-children-and-youth-jfcy-,Justice for Children and Youth (JFCY),Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
landlord-and-tenant-board-contact-centre,Landlord and Tenant Board Contact Centre,Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
landlord-s-self-help-centre,Landlord's Self-Help Centre,Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
law-society-referral-service,Law Society Referral Service,Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
legal-aid-ontario,Legal Aid Ontario,Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
nishnawbe-aski-legal-services-nalsc-,Nishnawbe-Aski Legal Services (NALSC),Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
office-of-the-worker-adviser-owa-,Office of the Worker Adviser (OWA),Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
ontario-legal-information-centre,Ontario Legal Information Centre,Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
steps-to-justice,Steps to Justice,Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
workers-health-safety-legal-clinic,Workers Health & Safety Legal Clinic,Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
wsib-workplace-safety-insurance-board-,WSIB (Workplace Safety & Insurance Board),Legal,L1,2026-01-08,90,185,stale,hidden_pending_reverification,3 - stale,Reverify before restoring current-date search visibility; update service facts and provenance only after evidence is recorded (185 days old).,,,
community-harvest-market,Community Harvest Market (Rideau Heights),Food,L2,2026-01-23,90,171,due,visible_due_for_reverification,5 - due,Reverify soon; still inside the 180-day visibility window as of 2026-07-13 (171 days since verification).,,,
brampton-safe-centre-of-peel,Safe Centre of Peel,Crisis,L2,2026-07-08,30,4,fresh,visible_current,6 - fresh,No immediate action (4 days since verification).,,,
brampton-victim-services-of-peel,Victim Services of Peel,Crisis,L2,2026-07-08,30,4,fresh,visible_current,6 - fresh,No immediate action (4 days since verification).,,,
brampton-peel-ontario-works-emergency-assistance,Region of Peel Ontario Works and Emergency Assistance,Financial,L2,2026-07-08,90,4,fresh,visible_current,6 - fresh,No immediate action (4 days since verification).,,,
brampton-knights-table-food-bank-meals,Knights Table Food Bank and Meal Programs,Food,L1,2026-07-08,90,4,fresh,visible_current,6 - fresh,No immediate action (4 days since verification).,,,
brampton-regeneration-marketplace-food-bank,Regeneration Marketplace Food Bank,Food,L2,2026-07-08,90,4,fresh,visible_current,6 - fresh,No immediate action (4 days since verification).,,,
brampton-ste-louise-food-bank,Ste. Louise Outreach Centre of Peel Food Bank,Food,L1,2026-07-08,90,4,fresh,visible_current,6 - fresh,No immediate action (4 days since verification).,,,
brampton-peel-centralized-shelter-intake,Peel Centralized Shelter Intake and Homeless Supports,Housing,L2,2026-07-08,90,4,fresh,visible_current,6 - fresh,No immediate action (4 days since verification).,,,
brampton-wilkinson-road-shelter,Wilkinson Road Shelter,Housing,L2,2026-07-08,90,4,fresh,visible_current,6 - fresh,No immediate action (4 days since verification).,,,
